ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Peru;Suriname;Venezuela;Herrero_Jauregui_et_al_2013;Piponiot_et_al_2019;number_individuals_ATDN_plots;number_plots_ATDN;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check_ITTO_commercial_spp;check_ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP_8.5;2050_RCP_2.6_2050_IGS;2050_RCP_2.6_2050_BAU;2050_RCP_8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
554;Machaerium acutifolium;Fabaceae;Machaerium;Vogel;http://www.tropicos.org/Name/13035292;tree;0;0;0;0;0;0;0;0;0;1;1;128;25;52230342;7;72;0;NA;NA;0;0;Least Concern;2019;VU;EN;VU;CR;EN;CR;CR;CR;SA;0
555;Maclura tinctoria;Moraceae;Maclura;(L.) D. Don ex Steud.;http://www.tropicos.org/Name/21300516;shrub/ tree;0;0;0;1;0;0;1;0;1;1;1;229;41;110019676;8;4;0;NA;NA;0;1;Least Concern;2017;VU;VU;CR;CR;CR;CR;CR;CR;GS;0
556;Macoubea guianensis;Apocynaceae;Macoubea;Aubl.;http://www.tropicos.org/Name/1800346;tree;0;0;0;0;0;0;0;1;0;1;1;144;82;42204694;7;63;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
557;Macrolobium acaciifolium;Fabaceae;Macrolobium;(Benth.) Benth.;http://www.tropicos.org/Name/13014898;tree;0;0;1;0;0;0;1;1;0;1;1;1153;177;450155520;8;65;1;1;0.22;0;1;Least Concern;2012;VU;VU;NA;VU;VU;VU;VU;EN;GS;0
558;Macrolobium bifolium;Fabaceae;Macrolobium;(Aubl.) Pers.;http://www.tropicos.org/Name/13035378;tree;0;0;0;0;0;0;0;1;0;0;1;1136;124;365972523;8;56;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;EN;EN;CR;EN;CR;GS;0
559;Macrolobium campestre;Fabaceae;Macrolobium;Huber;http://www.tropicos.org/Name/13014909;shrub/ tree;0;0;0;0;0;0;0;0;0;0;1;32;10;13601006;7;13;0;NA;NA;0;0;Least Concern;2019;VU;EN;EN;EN;EN;CR;EN;CR;SA;0
560;Macrolobium multijugum;Fabaceae;Macrolobium;(DC.) Benth.;http://www.tropicos.org/Name/13035385;tree;0;0;1;0;0;0;0;0;0;0;0;444;39;193535424;8;29;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
561;Mahurea palustris;Calophyllaceae;Mahurea;Aubl.;http://www.tropicos.org/Name/7800941;tree;0;0;0;0;0;0;0;0;0;0;1;4;2;198846;5;3;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
562;Manilkara bidentata;Sapotaceae;Manilkara;(A. DC.) A. Chev.;http://www.tropicos.org/Name/28700368;tree;1;1;1;0;1;1;1;1;1;1;1;2442;461;628228966;8;8;1;2;0.07;1;0;NA;NA;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
563;Manilkara cavalcantei;Sapotaceae;Manilkara;Pires & W.A. Rodrigues ex T.D. Penn.;http://www.tropicos.org/Name/50007261;tree;0;1;0;0;0;0;0;0;0;0;1;81;34;29190490;7;47;0;NA;NA;0;0;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
564;Manilkara inundata;Sapotaceae;Manilkara;(Ducke) Ducke;http://www.tropicos.org/Name/28701011;tree;0;0;0;0;0;0;1;0;0;0;0;136;42;59161284;7;77;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
565;Manilkara paraensis;Sapotaceae;Manilkara;(Huber) Standl.;http://www.tropicos.org/Name/50007256;tree;0;0;0;0;0;0;0;0;0;0;1;79;32;21768747;7;34;0;NA;NA;0;0;Lower Risk/conservation dependent;1998;VU;EN;CR;EN;CR;CR;CR;CR;EA;0
566;Maprounea amazonica;Euphorbiaceae;Maprounea;Esser;http://www.tropicos.org/Name/50141134;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;54;9;9779452;6;99;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;EN;EN;CR;EN;CR;CA;0
567;Maprounea guianensis;Euphorbiaceae;Maprounea;Aubl.;http://www.tropicos.org/Name/12802514;tree;0;0;0;0;0;0;0;1;0;0;0;289;101;131132793;8;12;0;NA;NA;0;0;Least Concern;2020;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
568;Maquira coriacea;Moraceae;Maquira;(H. Karst.) C.C. Berg;http://www.tropicos.org/Name/21301075;tree;0;0;0;0;0;0;1;0;0;0;1;941;131;474872222;8;68;1;1;0.16;0;1;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
569;Maquira guianensis;Moraceae;Maquira;Aubl.;http://www.tropicos.org/Name/21300265;tree;0;0;0;0;0;0;0;1;0;0;0;967;329;254373344;8;41;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;EN;VU;EN;EN;EN;CA;0
570;Maquira sclerophylla;Moraceae;Maquira;(Ducke) C.C. Berg;http://www.tropicos.org/Name/21301616;tree;0;1;0;0;0;0;0;1;0;0;1;847;185;215060538;8;33;0;NA;NA;0;1;Least Concern;2020;VU;EN;VU;EN;EN;CR;EN;CR;SA;0
571;Marlierea schomburgkiana;Myrtaceae;Marlierea;O.Berg;http://www.worldfloraonline.org/taxon/wfo-0000236477;tree;0;0;0;0;0;0;0;1;0;0;0;159;25;29931935;7;48;0;NA;NA;0;0;NA;NA;NA;NA;EN;CR;EN;EN;CR;CR;GS;0
572;Martiodendron elatum;Fabaceae;Martiodendron;(Ducke) Gleason;http://www.tropicos.org/Name/13014999;tree;0;1;0;0;0;0;0;0;0;0;1;136;42;55713349;7;75;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
573;Martiodendron parviflorum;Fabaceae;Martiodendron;(Amshoff) R.C. Koeppen;http://www.tropicos.org/Name/13015003;tree;0;0;0;0;0;0;0;1;0;0;1;53;31;18068263;7;26;0;NA;NA;0;0;NA;NA;VU;CR;CR;CR;CR;CR;CR;CR;SA;0
574;Matayba arborescens;Sapindaceae;Matayba;(Aubl.) Radlk.;http://www.tropicos.org/Name/28600703;tree;0;0;0;0;0;0;0;1;0;0;0;568;113;254661146;8;41;0;NA;NA;0;0;NA;NA;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
575;Matayba camptoneura;Sapindaceae;Matayba;Radlk.;http://www.tropicos.org/Name/28600147;tree;0;0;0;0;0;0;0;1;0;0;0;25;1;2595603;6;41;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;EN;EN;GS;0
576;Matayba opaca;Sapindaceae;Matayba;Radlk.;http://www.tropicos.org/Name/28600167;tree;0;0;0;0;0;0;0;1;0;0;0;617;44;106794263;8;3;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
577;Matisia arteagensis;Malvaceae;Matisia;Cuatrec.;http://www.tropicos.org/Name/3900596;tree;0;0;1;0;0;0;0;0;0;0;0;3;2;1409132;6;15;0;NA;NA;0;0;Least Concern;2019;VU;VU;CR;CR;CR;CR;CR;CR;WAN;0
578;Matisia bicolor;Malvaceae;Matisia;Ducke;http://www.tropicos.org/Name/3900081;tree;0;0;0;0;0;0;1;0;0;0;0;73;21;21370579;7;33;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;EN;EN;EN;EN;CA;0
579;Matisia cordata;Malvaceae;Matisia;Bonpl.;http://www.tropicos.org/Name/3900377;tree;0;0;0;1;0;0;1;0;0;1;0;584;64;229763052;8;36;0;NA;NA;0;1;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
580;Maytenus myrsinoides;Celastraceae;Maytenus;Reissek;https://wcvp.science.kew.org/taxon/161999-1;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
581;Maytenus oblongata;Celastraceae;Maytenus;Reissek;https://wcvp.science.kew.org/taxon/162006-1;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
582;Maytenus pittieriana;Celastraceae;Maytenus;Steyerm.;https://wcvp.science.kew.org/taxon/155576-2;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
583;Maytenus pruinosa;Celastraceae;Maytenus;Reissek;https://wcvp.science.kew.org/taxon/162033-1;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
584;Melicoccus pedicellaris;Sapindaceae;Melicoccus;(Radlk.) Acev.-Rodr.;http://www.tropicos.org/Name/50255092;tree;0;0;0;0;0;0;0;1;0;0;0;60;37;11290872;7;5;0;NA;NA;0;0;NA;NA;VU;EN;EN;EN;EN;CR;CR;CR;GS;0
585;Mezilaurus itauba;Lauraceae;Mezilaurus;(Meisn.) Taub. ex Mez;http://www.tropicos.org/Name/17803783;shrub/ tree;1;1;0;0;0;0;1;0;0;0;1;1126;318;475773491;8;68;1;4;0.06;1;0;NA;NA;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
586;Mezilaurus lindaviana;Lauraceae;Mezilaurus;Schwacke & Mez;http://www.tropicos.org/Name/17801693;shrub/ tree;0;1;0;0;0;0;0;0;0;0;1;141;24;14860352;7;17;0;NA;NA;0;0;NA;NA;VU;EN;EN;CR;CR;CR;CR;CR;GS;0
587;Mezilaurus synandra;Lauraceae;Mezilaurus;(Mez) Kosterm.;http://www.tropicos.org/Name/17802467;tree;0;0;0;0;0;0;0;0;0;0;1;69;35;33958693;7;53;0;NA;NA;0;0;NA;NA;VU;EN;VU;EN;EN;CR;CR;CR;SA;0
588;Miconia acuminata;Melastomataceae;Miconia;(Steud.) Naudin;http://www.tropicos.org/Name/50162460;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;50;14;3629679;6;56;0;NA;NA;0;0;NA;NA;NA;VU;NA;VU;VU;VU;VU;EN;GS;0
589;Miconia chrysophylla;Melastomataceae;Miconia;(Rich.) Urb.;http://www.tropicos.org/Name/20302358;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;457;63;164456145;8;22;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;GS;0
590;Miconia egensis;Melastomataceae;Miconia;Cogn.;http://www.tropicos.org/Name/20301047;tree;0;0;0;0;0;0;0;1;0;0;0;66;10;12667975;7;1;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;EN;EN;EN;SA;0
591;Miconia kappleri;Melastomataceae;Miconia;Naudin;http://www.tropicos.org/Name/20301124;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;CR;CR;CR;CR;CR;CR;GS;0;NA
592;Miconia lepidota;Melastomataceae;Miconia;DC.;http://www.tropicos.org/Name/20301138;tree/ shrub;0;0;0;0;0;0;0;1;0;0;0;58;24;21824824;7;34;0;NA;NA;0;0;Least Concern;2020;VU;VU;NA;VU;VU;VU;VU;EN;GS;0
593;Miconia longifolia;Melastomataceae;Miconia;(Aubl.) DC.;http://www.tropicos.org/Name/20302414;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;13;9;11079905;7;4;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
594;Miconia mirabilis;Melastomataceae;Miconia;(Aubl.) L.O. Williams;http://www.tropicos.org/Name/20300170;tree;0;0;0;0;0;0;0;1;0;0;0;268;36;33837840;7;53;0;NA;NA;0;0;Least Concern;2019;NA;VU;CR;CR;CR;CR;CR;CR;WAN;0
595;Miconia myriantha;Melastomataceae;Miconia;Benth.;http://www.tropicos.org/Name/20302430;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;28;10;14399232;7;16;0;NA;NA;0;0;Least Concern;2020;NA;VU;NA;VU;VU;VU;VU;VU;GS;0
596;Miconia prasina;Melastomataceae;Miconia;(Sw.) DC.;http://www.tropicos.org/Name/20300177;shrub/ tree;0;0;0;1;0;0;0;0;0;0;0;77;21;12269179;7;9;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
597;Miconia serrulata;Melastomataceae;Miconia;(DC.) Naudin;http://www.tropicos.org/Name/20300182;shrub/ tree;0;0;1;0;0;0;0;0;0;0;0;13;5;5046294;6;7;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
598;Miconia tomentosa;Melastomataceae;Miconia;(Rich.) D. Don ex DC.;http://www.tropicos.org/Name/50074765;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;60;20;22657859;7;36;0;NA;NA;0;0;Lower Risk/least concern;1998;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
599;Miconia tschudyoides;Melastomataceae;Miconia;Cogn.;http://www.tropicos.org/Name/50171817;tree/ shrub;0;0;0;0;0;0;0;0;0;0;1;11;11;665986;5;82;0;NA;NA;0;0;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;GS;0
600;Micrandra elata;Euphorbiaceae;Micrandra;(Didr.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12801614;tree;0;0;0;0;0;0;0;1;0;0;0;787;28;271172799;8;43;0;NA;NA;0;0;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;GS;0
601;Micrandra spruceana;Euphorbiaceae;Micrandra;(Baill.) R.E. Schult.;http://www.tropicos.org/Name/12805124;tree;0;0;0;0;0;0;1;0;0;1;0;1088;85;572041449;8;76;1;2;0.05;0;1;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
602;Micropholis egensis;Sapotaceae;Micropholis;(A. DC.) Pierre;http://www.tropicos.org/Name/28700715;tree;0;0;0;0;1;0;1;1;0;0;1;1338;244;339969772;8;53;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
603;Micropholis guyanensis;Sapotaceae;Micropholis;(A. DC.) Pierre;http://www.tropicos.org/Name/28700730;tree;0;0;0;0;0;0;0;1;0;0;1;3800;700;1283831149;9;11;1;4;0.22;0;0;Least Concern;2021;VU;VU;NA;NA;VU;VU;VU;VU;SA;0
604;Micropholis melinoniana;Sapotaceae;Micropholis;Pierre;http://www.tropicos.org/Name/28700903;tree;0;1;0;0;1;0;0;0;0;0;1;374;109;97417194;7;99;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;0
605;Micropholis mensalis;Sapotaceae;Micropholis;(Baehni) Aubr<e9>v.;http://www.tropicos.org/Name/28700904;tree;0;0;0;0;0;0;0;1;0;0;0;161;51;65528149;7;82;0;NA;NA;0;0;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;CA;0
606;Micropholis obscura;Sapotaceae;Micropholis;T.D. Penn.;http://www.tropicos.org/Name/28700985;tree;0;0;0;0;0;0;0;0;0;0;1;130;50;14693567;7;17;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
607;Micropholis venulosa;Sapotaceae;Micropholis;(Mart. & Eichler) Pierre;http://www.tropicos.org/Name/28700572;shrub/ tree;1;0;1;1;0;0;0;1;0;0;1;1590;487;512746833;8;71;1;4;0.07;0;1;Least Concern;2021;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
608;Minquartia guianensis;Olacaceae;Minquartia;Aubl.;http://www.tropicos.org/Name/22900119;tree;0;0;1;1;1;0;0;1;0;1;1;3221;804;812153967;8;91;1;4;0.22;0;1;Lower Risk/near threatened;1998;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
609;Monopteryx inpae;Fabaceae;Monopteryx;W.A. Rodrigues;http://www.tropicos.org/Name/13013287;tree;0;0;0;0;1;0;0;0;0;0;0;148;39;32067690;7;51;0;NA;NA;0;0;NA;NA;NA;VU;EN;CR;EN;CR;CR;CR;CA;0
610;Monopteryx uaucu;Fabaceae;Monopteryx;Spruce ex Benth.;http://www.tropicos.org/Name/13035988;tree;0;0;1;0;0;0;0;0;0;1;0;621;48;444552197;8;65;1;2;0.05;0;0;Least Concern;2019;NA;NA;VU;EN;VU;VU;EN;EN;WAN;0
611;Mora excelsa;Fabaceae;Mora;Benth.;http://www.tropicos.org/Name/13035989;tree;0;0;0;0;0;1;0;1;0;1;0;1279;23;367711898;8;57;0;NA;NA;0;0;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;GS;0
612;Mora gonggrijpii;Fabaceae;Mora;(Kleinhoonte) Sandwith;http://www.tropicos.org/Name/13000175;tree;0;0;0;0;0;1;0;1;0;1;0;998;25;259410383;8;41;1;4;0.02;0;1;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;GS;0
613;Mora paraensis;Fabaceae;Mora;(Ducke) Ducke;http://www.tropicos.org/Name/13000178;tree;0;1;0;0;0;0;0;0;0;0;0;2879;55;314922748;8;5;0;NA;NA;0;0;Near Threatened;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
614;Moronobea coccinea;Clusiaceae;Moronobea;Aubl.;http://www.tropicos.org/Name/7801392;tree;1;0;0;0;1;0;0;0;0;0;1;173;60;33144867;7;52;0;NA;NA;0;0;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;EN;GS;0
615;Mouriri acutiflora;Melastomataceae;Mouriri;Naudin;http://www.tropicos.org/Name/20303671;tree;0;0;0;0;0;0;0;1;0;0;0;573;82;103225692;8;1;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
616;Mouriri barinensis;Melastomataceae;Mouriri;(Morley) Morley;http://www.tropicos.org/Name/20304823;tree;0;0;0;0;0;0;0;0;1;0;0;NA;NA;NA;NA;0;NA;NA;0;1;Endangered;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
617;Mouriri brevipes;Melastomataceae;Mouriri;Hook.;http://www.tropicos.org/Name/20303673;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;31;5;15649174;7;19;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;VU;EN;VU;EN;GS;0
618;Mouriri collocarpa;Melastomataceae;Mouriri;Ducke;http://www.tropicos.org/Name/20303674;tree;0;0;0;0;0;0;0;1;0;0;1;282;81;33879990;7;53;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;EN;EN;CR;EN;CR;GS;0
619;Mouriri crassifolia;Melastomataceae;Mouriri;Sagot;http://www.tropicos.org/Name/20301504;tree;0;0;0;0;0;0;0;1;0;0;1;129;60;20006691;7;3;0;NA;NA;0;0;NA;NA;VU;EN;CR;CR;CR;CR;CR;CR;GS;0
620;Mouriri grandiflora;Melastomataceae;Mouriri;DC.;http://www.tropicos.org/Name/20303372;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;427;91;161462141;8;21;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
621;Mouriri huberi;Melastomataceae;Mouriri;Cogn.;http://www.tropicos.org/Name/20303382;tree;0;0;0;0;0;0;0;0;0;1;1;88;61;26046479;7;42;0;NA;NA;0;0;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
622;Mouriri nigra;Melastomataceae;Mouriri;(DC.) Morley;http://www.tropicos.org/Name/20303378;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;456;137;157017093;8;2;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
623;Mouriri oligantha;Melastomataceae;Mouriri;Pilg.;http://www.tropicos.org/Name/20303369;shrub/ tree;0;0;0;1;0;0;0;0;0;0;0;16;7;4441760;6;65;0;NA;NA;0;0;Least Concern;2020;NA;VU;EN;EN;EN;EN;EN;EN;CA;0
624;Mouriri sagotiana;Melastomataceae;Mouriri;Triana;http://www.tropicos.org/Name/20302599;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;134;33;30969884;7;49;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
625;Mouriri sideroxylon;Melastomataceae;Mouriri;Sagot ex Triana;http://www.tropicos.org/Name/20301518;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;41;10;25097049;7;4;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
626;Mouriri vernicosa;Melastomataceae;Mouriri;Naudin;http://www.tropicos.org/Name/20301522;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;150;32;49014503;7;69;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
627;Muntingia calabura;Muntingiaceae;Muntingia;L.;http://www.tropicos.org/Name/11700033;tree;0;0;1;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;VU;VU;EN;EN;EN;CR;CR;CA;0;NA
628;Myrcia coumete;Myrtaceae;Myrcia;(Aubl.) DC.;http://www.tropicos.org/Name/22102107;tree;0;0;0;0;0;0;0;1;0;0;0;1;1;662246;5;82;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;EN;EN;CR;EN;CR;GS;0
629;Myrcia deflexa;Myrtaceae;Myrcia;(Poir.) DC.;http://www.tropicos.org/Name/22101775;tree;0;0;0;0;0;0;0;1;0;0;0;44;22;15332570;7;19;0;NA;NA;0;0;Least Concern;2021;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
630;Myrcia minutiflora;Myrtaceae;Myrcia;Sagot;http://www.tropicos.org/Name/22103261;tree;0;0;0;0;0;0;0;1;0;0;0;7;6;1534389;6;19;0;NA;NA;0;0;Least Concern;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
631;Myrcia paivae;Myrtaceae;Myrcia;O. Berg;http://www.tropicos.org/Name/22101891;tree;0;0;1;0;0;0;0;0;0;0;0;102;44;17708853;7;25;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
632;Myrcia subsessilis;Myrtaceae;Myrcia;O. Berg;http://www.tropicos.org/Name/22101341;tree;0;0;1;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;GS;0;NA
633;Myrcia sylvatica;Myrtaceae;Myrcia;(G. Mey.) DC.;http://www.tropicos.org/Name/22101901;tree;0;0;0;0;0;0;0;1;0;0;0;47;22;12751566;7;11;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;GS;0
634;Myrcianthes rhopaloides;Myrtaceae;Myrcianthes;(Kunth) McVaugh;http://www.tropicos.org/Name/22102005;tree;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
635;Myrciaria floribunda;Myrtaceae;Myrciaria;(H. West ex Willd.) O. Berg;http://www.tropicos.org/Name/22101783;tree;0;0;0;0;0;0;0;1;0;0;0;731;175;224973982;8;35;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;SA;0
636;Myroxylon balsamum;Fabaceae;Myroxylon;(L.) Harms;http://www.tropicos.org/Name/13003351;tree;1;0;1;1;0;0;1;0;0;1;1;167;77;61204557;7;79;0;NA;NA;0;1;Least Concern;2021;NA;VU;NA;NA;VU;VU;VU;VU;WAN;0
637;Myrsine guianensis;Primulaceae;Myrsine;(Aubl.) Kuntze;http://www.tropicos.org/Name/22000930;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;3;2;177314;5;25;0;NA;NA;0;0;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;CA;0
638;Myrsine pellucida;Primulaceae;Myrsine;(Ruiz & Pav.) Spreng.;http://www.tropicos.org/Name/22000981;tree;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
639;Naucleopsis guianensis;Moraceae;Naucleopsis;(Mildbr.) C.C. Berg;http://www.tropicos.org/Name/21300002;tree;0;0;0;0;0;0;0;1;0;0;0;29;19;3860431;6;59;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
640;Nectandra acuminata;Lauraceae;Nectandra;(Nees & C. Mart.) J.F. Macbr.;http://www.tropicos.org/Name/17802352;tree;0;0;1;0;0;0;0;0;0;0;0;20;13;11544816;7;6;0;NA;NA;0;0;Least Concern;2020;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
641;Nectandra acutifolia;Lauraceae;Nectandra;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800057;tree;0;0;0;0;0;0;1;0;0;0;0;38;6;12458905;7;1;0;NA;NA;0;0;Least Concern;2020;NA;NA;CR;CR;CR;CR;CR;CR;WAN;0
642;Nectandra amazonum;Lauraceae;Nectandra;Nees;http://www.tropicos.org/Name/17801027;tree;1;0;0;0;0;0;0;0;0;0;0;468;61;182763969;8;26;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
643;Nectandra cissiflora;Lauraceae;Nectandra;Nees;http://www.tropicos.org/Name/17801046;tree;0;0;0;0;0;0;1;0;0;0;1;94;41;37803950;7;58;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;EN;EN;EN;EN;EN;WAN;0
644;Nectandra cuspidata;Lauraceae;Nectandra;Nees & Mart.;http://www.tropicos.org/Name/17801053;tree;0;0;1;0;0;0;1;0;0;0;1;355;109;178351769;8;25;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
645;Nectandra dasystyla;Lauraceae;Nectandra;Rohwer;http://www.tropicos.org/Name/17806200;tree;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Vulnerable;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
646;Nectandra globosa;Lauraceae;Nectandra;(Aubl.) Mez;http://www.tropicos.org/Name/17804125;tree;0;0;0;0;0;0;0;1;0;0;0;45;17;15861455;7;2;0;NA;NA;0;0;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
647;Nectandra hihua;Lauraceae;Nectandra;(Ruiz & Pav.) Rohwer;http://www.tropicos.org/Name/17805987;tree;0;0;1;0;0;0;1;0;0;0;0;207;16;73013929;7;86;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;GS;0
648;Nectandra laurel;Lauraceae;Nectandra;Klotzsch ex Nees;http://www.tropicos.org/Name/17801070;tree;0;0;1;1;0;0;0;0;0;0;0;2;1;236550;5;37;0;NA;NA;0;0;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
